Fulham,Arsenal,0,3,,,,,,,3
CrystalPalace,Southampton,1,0,,,,,,,1
Liverpool,Leeds,4,3,,,,,,,1
WestHam,Newcastle,0,2,,,,,,,3
WestBromwich,Leicester,0,3,,,,,,,3
Tottenham,Everton,0,1,,,,,,,3
Sheffield,Wolverhampton,0,2,,,,,,,3
Brighton,Chelsea,1,3,,,,,,,3
Everton,WestBromwich,5,2,,,,,,,1
Leeds,Fulham,4,3,,,,,,,1
ManchesterUnited,CrystalPalace,1,3,,,,,,,3
Arsenal,WestHam,2,1,,,,,,,1
Southampton,Tottenham,2,5,,,,,,,3
Newcastle,Brighton,0,3,,,,,,,3
Chelsea,Liverpool,0,2,,,,,,,3
Leicester,Burnley,4,2,,,,,,,1
AstonVilla,Sheffield,1,0,,,,,,,1
Wolverhampton,ManchesterCity,1,3,,,,,,,3
Brighton,ManchesterUnited,2,3,,,,,,,3
CrystalPalace,Everton,1,2,,,,,,,3
WestBromwich,Chelsea,3,3,,,,,,,2
Burnley,Southampton,0,1,,,,,,,3
Sheffield,Leeds,0,1,,,,,,,3
Tottenham,Newcastle,1,1,,,,,,,2
ManchesterCity,Leicester,2,5,,,,,,,3
WestHam,Wolverhampton,4,0,,,,,,,1
Fulham,AstonVilla,0,3,,,,,,,3
Liverpool,Arsenal,3,1,,,,,,,1
Chelsea,CrystalPalace,4,0,,,,,,,1
Everton,Brighton,4,2,,,,,,,1
Leeds,ManchesterCity,1,1,,,,,,,2
Newcastle,Burnley,3,1,,,,,,,1
Leicester,WestHam,0,3,,,,,,,3
Southampton,WestBromwich,2,0,,,,,,,1
Wolverhampton,Fulham,1,0,,,,,,,1
Arsenal,Sheffield,2,1,,,,,,,1
ManchesterUnited,Tottenham,1,6,,,,,,,3
AstonVilla,Liverpool,7,2,,,,,,,1
Everton,Liverpool,2,2,,,,,,,2
Chelsea,Southampton,3,3,,,,,,,2
ManchesterCity,Arsenal,1,0,,,,,,,1
Newcastle,ManchesterUnited,1,4,,,,,,,3
Sheffield,Fulham,1,1,,,,,,,2
CrystalPalace,Brighton,1,1,,,,,,,2
Tottenham,WestHam,3,3,,,,,,,2
Leicester,AstonVilla,0,1,,,,,,,3
WestBromwich,Burnley,0,0,,,,,,,2
Leeds,Wolverhampton,0,1,,,,,,,3
AstonVilla,Leeds,0,3,,,,,,,3
WestHam,ManchesterCity,1,1,,,,,,,2
Fulham,CrystalPalace,1,2,,,,,,,3
ManchesterUnited,Chelsea,0,0,,,,,,,2
Liverpool,Sheffield,2,1,,,,,,,1
Southampton,Everton,2,0,,,,,,,1
Wolverhampton,Newcastle,1,1,,,,,,,2
Arsenal,Leicester,0,1,,,,,,,3
Brighton,WestBromwich,1,1,,,,,,,2
Burnley,Tottenham,0,1,,,,,,,3
Wolverhampton,CrystalPalace,2,0,,,,,,,1
Sheffield,ManchesterCity,0,1,,,,,,,3
Burnley,Chelsea,0,3,,,,,,,3
Liverpool,WestHam,2,1,,,,,,,1
AstonVilla,Southampton,3,4,,,,,,,3
Newcastle,Everton,2,1,,,,,,,1
ManchesterUnited,Arsenal,0,1,,,,,,,3
Tottenham,Brighton,2,1,,,,,,,1
Fulham,WestBromwich,2,0,,,,,,,1
Leeds,Leicester,1,4,,,,,,,3
Brighton,Burnley,0,0,,,,,,,2
Southampton,Newcastle,2,0,,,,,,,1
Everton,ManchesterUnited,1,3,,,,,,,3
CrystalPalace,Leeds,4,1,,,,,,,1
Chelsea,Sheffield,4,1,,,,,,,1
WestHam,Fulham,1,0,,,,,,,1
WestBromwich,Tottenham,0,1,,,,,,,3
Leicester,Wolverhampton,1,0,,,,,,,1
ManchesterCity,Liverpool,1,1,,,,,,,2
Arsenal,AstonVilla,0,3,,,,,,,3
Newcastle,Chelsea,0,2,,,,,,,3
AstonVilla,Brighton,1,2,,,,,,,3
Tottenham,ManchesterCity,2,0,,,,,,,1
ManchesterUnited,WestBromwich,1,0,,,,,,,1
Fulham,Everton,2,3,,,,,,,3
Sheffield,WestHam,0,1,,,,,,,3
Leeds,Arsenal,0,0,,,,,,,2
Liverpool,Leicester,3,0,,,,,,,1
Burnley,CrystalPalace,1,0,,,,,,,1
Wolverhampton,Southampton,1,1,,,,,,,2
CrystalPalace,Newcastle,0,2,,,,,,,3
Brighton,Liverpool,1,1,,,,,,,2
ManchesterCity,Burnley,5,0,,,,,,,1
Everton,Leeds,0,1,,,,,,,3
WestBromwich,Sheffield,1,0,,,,,,,1
Southampton,ManchesterUnited,2,3,,,,,,,3
Chelsea,Tottenham,0,0,,,,,,,2
Arsenal,Wolverhampton,1,2,,,,,,,3
Leicester,Fulham,1,2,,,,,,,3
WestHam,AstonVilla,2,1,,,,,,,1
Burnley,Everton,1,1,,,,,,,2
ManchesterCity,Fulham,2,0,,,,,,,1
WestHam,ManchesterUnited,1,3,,,,,,,3
Chelsea,Leeds,3,1,,,,,,,1
WestBromwich,CrystalPalace,1,5,,,,,,,3
Sheffield,Leicester,1,2,,,,,,,3
Tottenham,Arsenal,2,0,,,,,,,1
Liverpool,Wolverhampton,4,0,,,,,,,1
Brighton,Southampton,1,2,,,,,,,3
Leeds,WestHam,1,2,,,,,,,3
Wolverhampton,AstonVilla,0,1,,,,,,,3
Newcastle,WestBromwich,2,1,,,,,,,1
ManchesterUnited,ManchesterCity,0,0,,,,,,,2
Everton,Chelsea,1,0,,,,,,,1
Southampton,Sheffield,3,0,,,,,,,1
CrystalPalace,Tottenham,1,1,,,,,,,2
Fulham,Liverpool,1,1,,,,,,,2
Leicester,Brighton,3,0,,,,,,,1
Arsenal,Burnley,0,1,,,,,,,3
Wolverhampton,Chelsea,2,1,,,,,,,1
ManchesterCity,WestBromwich,1,1,,,,,,,2
Arsenal,Southampton,1,1,,,,,,,2
Leicester,Everton,0,2,,,,,,,3
Leeds,Newcastle,5,2,,,,,,,1
Fulham,Brighton,0,0,,,,,,,2
WestHam,CrystalPalace,1,1,,,,,,,2
Liverpool,Tottenham,2,1,,,,,,,1
AstonVilla,Burnley,0,0,,,,,,,2
Sheffield,ManchesterUnited,2,3,,,,,,,3
CrystalPalace,Liverpool,0,7,,,,,,,3
Southampton,ManchesterCity,0,1,,,,,,,3
Everton,Arsenal,2,1,,,,,,,1
Newcastle,Fulham,1,1,,,,,,,2
Brighton,Sheffield,1,1,,,,,,,2
Tottenham,Leicester,0,2,,,,,,,3
ManchesterUnited,Leeds,6,2,,,,,,,1
WestBromwich,AstonVilla,0,3,,,,,,,3
Burnley,Wolverhampton,2,1,,,,,,,1
Chelsea,WestHam,3,0,,,,,,,1
Leicester,ManchesterUnited,2,2,,,,,,,2
AstonVilla,CrystalPalace,3,0,,,,,,,1
Fulham,Southampton,0,0,,,,,,,2
Arsenal,Chelsea,3,1,,,,,,,1
ManchesterCity,Newcastle,2,0,,,,,,,1
Sheffield,Everton,0,1,,,,,,,3
Leeds,Burnley,1,0,,,,,,,1
